symbol,timestamp_utc,air_temp_3m,rel_hum_3m,wind_spd_avg,wind_spd_max,wind_direction,sw_rad_in,battv_min
CAAM,2026-04-22 00:00:00+00,-28.19,70.42,1.335,1.98,308.3,7.815,12.76
CAAM,2026-04-21 23:45:00+00,-27.29,70.12,1.288,1.901,308.0,7.105,12.75
CAAM,2026-04-21 23:30:00+00,-27.57,70.76,1.602,2.332,310.4,6.277,12.75
CAAM,2026-04-21 23:15:00+00,-27.14,68.12,1.356,2.646,313.1,5.358,12.75
CAAM,2026-04-21 23:00:00+00,-26.89,69.38,2.401,3.214,315.8,4.365,12.75
CAAM,2026-04-21 22:45:00+00,-27.77,72.2,1.067,1.823,315.1,3.307,12.74
CAAM,2026-04-21 22:30:00+00,-27.51,71.22,0.681,1.215,302.3,2.371,12.74
CAAM,2026-04-21 22:15:00+00,-27.84,73.54,1.205,1.803,308.4,1.588,12.74
CAAM,2026-04-21 22:00:00+00,-28.0,72.22,1.249,1.862,303.9,0.987,12.74
CAAM,2026-04-21 21:45:00+00,-27.85,70.7,1.107,1.646,308.3,0.551,12.73
CAAM,2026-04-21 21:30:00+00,-27.27,72.61,1.664,2.058,309.7,0.261,12.74
CAAM,2026-04-21 21:15:00+00,-27.71,72.23,1.115,1.646,308.2,0.099,12.73
CAAM,2026-04-21 21:00:00+00,-26.89,71.08,2.1,2.724,312.0,0.034,12.73
CAAM,2026-04-21 20:45:00+00,-28.0,74.45,1.547,1.94,312.8,0.006,12.74
CAAM,2026-04-21 20:30:00+00,-28.59,71.42,1.986,2.528,310.3,0.001,12.73
CAAM,2026-04-21 20:15:00+00,-26.63,72.88,1.147,2.528,313.6,0.002,12.74
CAAM,2026-04-21 20:00:00+00,-26.87,73.15,1.272,1.901,313.6,0.001,12.74
CAAM,2026-04-21 19:45:00+00,-26.76,73.12,0.464,0.921,313.0,0.001,12.74
CAAM,2026-04-21 19:30:00+00,-26.84,72.28,0.836,1.646,316.1,0.001,12.74
CAAM,2026-04-21 19:15:00+00,-27.33,72.32,0.946,1.862,317.5,0.0,12.74
CAAM,2026-04-21 19:00:00+00,-27.21,72.71,0.52,1.529,314.8,0.001,12.74
CAAM,2026-04-21 18:45:00+00,-27.8,71.08,1.541,1.862,310.6,0.001,12.74
CAAM,2026-04-21 18:30:00+00,-26.56,70.61,1.415,2.195,315.2,0.0,12.74
CAAM,2026-04-21 18:15:00+00,-26.76,71.61,1.398,2.666,316.5,0.001,12.74
CAAM,2026-04-21 18:00:00+00,-27.11,71.48,0.844,1.509,313.7,0.001,12.74
CAAM,2026-04-21 17:45:00+00,-26.72,70.51,0.925,2.136,312.9,0.002,12.75
CAAM,2026-04-21 17:30:00+00,-26.96,71.37,1.136,2.156,311.5,0.001,12.74
CAAM,2026-04-21 17:15:00+00,-27.54,72.72,1.114,2.332,315.1,0.001,12.74
CAAM,2026-04-21 17:00:00+00,-27.78,71.5,1.226,1.744,303.4,0.0,12.75
CAAM,2026-04-21 16:45:00+00,-28.08,73.35,0.953,1.862,315.1,0.0,12.75
CAAM,2026-04-21 16:30:00+00,-28.22,70.97,1.09,2.078,305.5,0.001,12.75
CAAM,2026-04-21 16:15:00+00,-27.57,70.4,1.575,1.96,310.4,0.001,12.75
CAAM,2026-04-21 16:00:00+00,-27.22,71.3,1.258,2.43,311.0,0.001,12.75
CAAM,2026-04-21 15:45:00+00,-27.4,70.08,1.569,2.862,310.0,0.001,12.75
CAAM,2026-04-21 15:30:00+00,-27.79,70.51,0.961,2.509,324.8,0.0,12.75
CAAM,2026-04-21 15:15:00+00,-27.34,71.19,0.492,1.078,314.2,0.001,12.75
CAAM,2026-04-21 15:00:00+00,-27.39,71.95,0.691,1.686,305.4,0.0,12.75
CAAM,2026-04-21 14:45:00+00,-27.55,73.02,1.163,1.94,306.6,0.0,12.75
CAAM,2026-04-21 14:30:00+00,-27.92,73.17,1.311,2.254,303.8,0.0,12.75
CAAM,2026-04-21 14:15:00+00,-28.03,71.82,1.371,2.332,306.8,0.0,12.75
CAAM,2026-04-21 14:00:00+00,-26.69,70.68,1.458,2.568,310.4,0.001,12.76
CAAM,2026-04-21 13:45:00+00,-26.99,72.96,1.154,1.803,311.0,0.0,12.75
CAAM,2026-04-21 13:30:00+00,-28.27,73.83,1.065,1.901,312.8,0.001,12.76
CAAM,2026-04-21 13:15:00+00,-27.32,71.21,1.559,1.94,307.5,0.001,12.75
CAAM,2026-04-21 13:00:00+00,-26.67,71.11,1.692,2.43,311.0,0.001,12.76
